cid,dayhours,price,room_bed,room_bath,living_measure,lot_measure,ceil,coast,sight,condition,quality,ceil_measure,basement,yr_built,yr_renovated,zipcode,lat,long,living_measure15,lot_measure15,furnished,total_area
9578500810,20141121T000000,418000,4.0,3.25,3266.0,5969.0,2,0,0.0,3,8.0,3266.0,0.0,2014,0,98023,47.2975,-122.35,3087.0,5169.0,0.0,9235
7960100050,20150415T000000,590000,3.0,2.0,1860.0,3600.0,1.5,0,0.0,3,7.0,1110.0,750.0,1915,0,98122,47.6102,-122.296,1680.0,3695.0,0.0,5460
9521100031,20140618T000000,690000,3.0,3.25,1540.0,1428.0,3,0,0.0,3,9.0,1540.0,0.0,2013,0,98103,47.6648,-122.353,1660.0,3300.0,1.0,2968
1523550480,20140613T000000,580000,3.0,2.5,2040.0,4627.0,2,0,0.0,3,8.0,2040.0,0.0,1992,0,98052,47.6365,-122.108,2230.0,4500.0,0.0,6667
7205930050,20150102T000000,782000,4.0,3.5,3780.0,7769.0,2,0,0.0,3,9.0,3110.0,670.0,2001,0,98052,47.691,-122.129,3310.0,7945.0,1.0,11549
4345000510,20141015T000000,180500,3.0,2.5,1800.0,8518.0,2,0,0.0,3,7.0,1800.0,0.0,1996,0,98030,47.3643,-122.185,1770.0,7570.0,0.0,10318
8096800500,20150317T000000,300000,3.0,2.5,1741.0,5701.0,2,0,0.0,3,8.0,1741.0,0.0,2012,0,98030,47.379,-122.184,2002.0,5700.0,0.0,7442
6821101837,20150203T000000,368000,2.0,2.0,930.0,1662.0,1,0,0.0,3,7.0,670.0,260.0,2002,0,98199,47.6518,-122.4,1780.0,2343.0,0.0,2592
2115720070,20141125T000000,216300,3.0,2.5,1650.0,5000.0,2,0,0.0,3,8.0,1650.0,0.0,1985,0,98023,47.3206,-122.394,1720.0,5000.0,0.0,6650
1237500540,20141222T000000,270000,3.0,1.75,1370.0,10866.0,1,0,0.0,4,6.0,1370.0,0.0,1945,0,98052,47.6774,-122.164,1580.0,14250.0,0.0,12236
7430500415,20140725T000000,540000,2.0,1.0,1120.0,7500.0,1,0,2.0,4,7.0,1120.0,0.0,1971,0,98008,47.619,-122.096,3040.0,16940.0,0.0,8620
2767604551,20140822T000000,371000,2.0,1.5,1110.0,1189.0,3,0,0.0,3,8.0,1110.0,0.0,2000,0,98107,47.6711,-122.377,1420.0,1311.0,0.0,2299
9218400050,20141227T000000,475000,4.0,3.0,2400.0,5400.0,2,0,2.0,4,7.0,1600.0,800.0,1965,0,98178,47.5099,-122.26,2400.0,5400.0,0.0,7800
1930301015,20150428T000000,818000,3.0,3.25,2200.0,4800.0,2,0,2.0,3,7.0,1910.0,290.0,1943,1996,98103,47.6551,$,1410.0,4800.0,0.0,7000
424059052,20141222T000000,400000,3.0,1.0,1300.0,14138.0,1,0,0.0,4,7.0,1300.0,0.0,1943,0,98005,47.593,-122.165,2440.0,12196.0,0.0,15438
2821100125,20141120T000000,524000,3.0,2.25,2140.0,6720.0,1,0,0.0,3,8.0,1440.0,700.0,1961,0,98117,47.6949,-122.396,2060.0,6720.0,0.0,8860
9560500105,20150424T000000,957000,4.0,2.25,2860.0,11545.0,1,0,0.0,4,8.0,1430.0,1430.0,1966,0,98005,47.588,-122.168,2190.0,11396.0,0.0,14405
7748000020,20140621T000000,750000,3.0,1.75,2610.0,5544.0,1.5,0,0.0,3,8.0,1680.0,930.0,1934,0,98117,47.684,-122.376,1330.0,5074.0,0.0,8154
1370804115,20141106T000000,515000,2.0,1.0,1640.0,5200.0,1,0,0.0,4,7.0,1040.0,600.0,1937,0,98199,47.6426,-122.403,1780.0,5040.0,0.0,6840
967000400,20150428T000000,548000,5.0,1.5,1700.0,7200.0,1.5,0,0.0,3,7.0,1700.0,0.0,1937,0,98011,47.7614,-122.203,1460.0,7194.0,0.0,8900
7818700480,20150409T000000,314200,1.0,1.0,610.0,6000.0,1,0,0.0,4,5.0,610.0,0.0,1918,0,98117,47.6911,-122.367,970.0,5000.0,0.0,6610
7140200450,20141231T000000,272000,4.0,2.75,1810.0,7350.0,1,0,0.0,4,7.0,1200.0,610.0,1980,0,98030,47.3703,-122.171,1750.0,7350.0,0.0,9160
5680000260,20150512T000000,385000,3.0,1.0,810.0,4600.0,1,0,0.0,3,6.0,810.0,0.0,1918,0,98144,47.5712,-122.316,1520.0,4800.0,0.0,5410
7200001756,20140612T000000,349950,3.0,1.0,1060.0,9525.0,1,0,0.0,3,7.0,1060.0,0.0,1966,0,98052,47.6855,-122.111,1630.0,9525.0,0.0,10585
1332700010,20141216T000000,305000,2.0,2.25,1610.0,1968.0,2,0,0.0,5,7.0,1610.0,0.0,1979,0,98056,47.5184,-122.196,1950.0,1968.0,0.0,3578
8944320100,20141027T000000,334500,3.0,2.5,1990.0,3694.0,2,0,0.0,3,8.0,1990.0,0.0,1989,0,98042,47.3872,-122.154,2110.0,3842.0,0.0,5684
1525069058,20140626T000000,568000,4.0,1.75,2110.0,265716.0,1,0,0.0,4,8.0,2110.0,0.0,1979,0,98053,47.657,-122.026,2110.0,110597.0,0.0,267826
3224069026,20140520T000000,330000,3.0,1.0,1180.0,43124.0,1,0,0.0,4,6.0,1180.0,0.0,1959,0,98027,47.5278,-122.063,1410.0,43560.0,0.0,44304
3629920600,20140516T000000,619500,3.0,2.5,2170.0,5000.0,2,0,0.0,3,9.0,2170.0,0.0,2003,0,98029,47.5458,-121.996,2170.0,5000.0,1.0,7170
8722100570,20150403T000000,1600000,4.0,2.25,2940.0,5735.0,1,0,0.0,3,9.0,1470.0,1470.0,1957,0,98112,47.6381,-122.304,2230.0,5659.0,1.0,8675
1646500810,20140919T000000,625000,2.0,1.75,1460.0,1500.0,2,0,0.0,3,8.0,1000.0,460.0,2008,0,98103,47.6853,-122.356,1440.0,4120.0,0.0,2960
1693600080,20141030T000000,935100,4.0,3.5,3200.0,8049.0,1,0,0.0,3,8.0,2700.0,500.0,1980,0,98005,47.5841,-122.172,1640.0,8506.0,0.0,11249
7234601198,20140604T000000,742000,3.0,3.25,1540.0,704.0,3,0,0.0,3,9.0,1540.0,0.0,2011,0,98122,47.6177,-122.308,1540.0,1456.0,1.0,2244
1471701470,20140731T000000,293000,3.0,1.75,1420.0,13187.0,1,0,0.0,4,7.0,1420.0,0.0,1974,0,98059,47.4608,-122.065,1620.0,13824.0,0.0,14607
8835220210,20150417T000000,355000,3.0,1.5,1370.0,4790.0,2,0,0.0,4,7.0,1370.0,0.0,1982,0,98034,47.7253,-122.164,1370.0,3799.0,0.0,6160
9232900050,20140806T000000,300000,2.0,1.75,2120.0,6350.0,1,0,0.0,4,6.0,1440.0,680.0,1924,0,98103,47.6974,-122.356,1590.0,6350.0,0.0,8470
3811000180,20150305T000000,635000,4.0,2.25,2350.0,46173.0,2,0,0.0,4,8.0,2350.0,0.0,1980,0,98053,47.6657,-122.067,2390.0,36567.0,0.0,48523
293600080,20140617T000000,280000,4.0,2.25,1930.0,7207.0,1,0,0.0,4,7.0,1360.0,570.0,1988,0,98030,47.3783,-122.182,1760.0,7207.0,0.0,9137
3832711040,20150424T000000,321000,5.0,2.75,3030.0,7000.0,1,0,0.0,4,7.0,1540.0,1490.0,1978,0,98032,47.3661,-122.28,1790.0,7330.0,0.0,10030
1025039326,20140828T000000,921800,4.0,2.5,2950.0,7024.0,2,0,0.0,3,10.0,2950.0,0.0,2012,0,98199,47.6651,-122.403,2950.0,6339.0,1.0,9974
7855600080,20150330T000000,750000,3.0,1.75,2770.0,15232.0,1,0,0.0,3,8.0,1570.0,1200.0,1976,0,98006,47.5706,-122.16,2340.0,11400.0,0.0,18002
2117700065,20141009T000000,306950,1.0,1.0,730.0,5005.0,1,0,0.0,4,5.0,730.0,0.0,1945,0,98117,47.6992,-122.364,1630.0,5667.0,0.0,5735
1721801280,20150304T000000,230000,2.0,0.75,900.0,3527.0,1,0,0.0,3,6.0,900.0,0.0,1939,0,98146,47.5083,-122.336,1220.0,4080.0,0.0,4427
8835400775,20141026T000000,594950,4.0,3.25,2557.0,9480.0,2,0,2.0,3,7.0,2557.0,0.0,1948,1993,98118,47.5449,-122.262,2220.0,8340.0,0.0,12037
3343903647,20141028T000000,436300,3.0,2.0,2320.0,9420.0,1,0,0.0,5,7.0,2320.0,0.0,1952,0,98056,47.5133,-122.196,2030.0,9420.0,0.0,11740
2524049018,20141205T000000,1410000,5.0,2.25,3580.0,16789.0,2,0,0.0,5,9.0,3580.0,0.0,1966,0,98040,47.5364,-122.239,3390.0,17000.0,1.0,20369
9433000060,20141118T000000,814950,4.0,2.75,2990.0,6626.0,2,0,0.0,3,9.0,2990.0,0.0,2014,0,98052,47.7107,-122.11,2910.0,5533.0,1.0,9616
1760650610,20150330T000000,324500,4.0,2.5,2110.0,3825.0,2,0,0.0,3,7.0,2110.0,0.0,2012,0,98042,47.3602,-122.082,2110.0,3825.0,0.0,5935
